{'loss': '0.2348', 'grad_norm': '0.6887', 'learning_rate': '7.723e-05', 'entropy': '0.2509', 'num_tokens': '2.167e+05', 'mean_token_accuracy': '0.9449', 'epoch': '1.146'}
{'loss': '0.04668', 'grad_norm': '0.4596', 'learning_rate': '3.708e-05', 'entropy': '0.07222', 'num_tokens': '5.971e+05', 'mean_token_accuracy': '0.9878', 'epoch': '3.153'}
{'loss': '0.05161', 'grad_norm': '0.4591', 'learning_rate': '3.693e-05', 'entropy': '0.07651', 'num_tokens': '5.985e+05', 'mean_token_accuracy': '0.9816', 'epoch': '3.161'}
{'loss': '0.1001', 'grad_norm': '0.8323', 'learning_rate': '3.679e-05', 'entropy': '0.1134', 'num_tokens': '6e+05', 'mean_token_accuracy': '0.9793', 'epoch': '3.168'}  
{'loss': '0.06081', 'grad_norm': '0.4824', 'learning_rate': '3.664e-05', 'entropy': '0.0838', 'num_tokens': '6.014e+05', 'mean_token_accuracy': '0.9818', 'epoch': '3.175'}
{'loss': '0.07026', 'grad_norm': '0.5022', 'learning_rate': '3.65e-05', 'entropy': '0.1044', 'num_tokens': '6.028e+05', 'mean_token_accuracy': '0.9817', 'epoch': '3.182'}
{'loss': '0.06077', 'grad_norm': '0.637', 'learning_rate': '3.635e-05', 'entropy': '0.08782', 'num_tokens': '6.041e+05', 'mean_token_accuracy': '0.9828', 'epoch': '3.19'}
{'loss': '0.06956', 'grad_norm': '0.5163', 'learning_rate': '3.62e-05', 'entropy': '0.09449', 'num_tokens': '6.054e+05', 'mean_token_accuracy': '0.9803', 'epoch': '3.197'}
{'loss': '0.04613', 'grad_norm': '0.4944', 'learning_rate': '3.606e-05', 'entropy': '0.06667', 'num_tokens': '6.067e+05', 'mean_token_accuracy': '0.9836', 'epoch': '3.204'}
{'loss': '0.06201', 'grad_norm': '0.6219', 'learning_rate': '3.591e-05', 'entropy': '0.1056', 'num_tokens': '6.081e+05', 'mean_token_accuracy': '0.9806', 'epoch': '3.212'}
{'loss': '0.0648', 'grad_norm': '0.5976', 'learning_rate': '3.577e-05', 'entropy': '0.1002', 'num_tokens': '6.093e+05', 'mean_token_accuracy': '0.9802', 'epoch': '3.219'}
{'loss': '0.05344', 'grad_norm': '0.5385', 'learning_rate': '3.562e-05', 'entropy': '0.07587', 'num_tokens': '6.107e+05', 'mean_token_accuracy': '0.983', 'epoch': '3.226'}
{'loss': '0.07184', 'grad_norm': '0.8001', 'learning_rate': '3.547e-05', 'entropy': '0.0912', 'num_tokens': '6.122e+05', 'mean_token_accuracy': '0.9792', 'epoch': '3.234'}
{'loss': '0.0587', 'grad_norm': '0.6149', 'learning_rate': '3.533e-05', 'entropy': '0.09125', 'num_tokens': '6.134e+05', 'mean_token_accuracy': '0.9833', 'epoch': '3.241'}
{'loss': '0.0657', 'grad_norm': '0.6545', 'learning_rate': '3.518e-05', 'entropy': '0.08863', 'num_tokens': '6.147e+05', 'mean_token_accuracy': '0.9827', 'epoch': '3.248'}
{'loss': '0.06408', 'grad_norm': '0.5115', 'learning_rate': '3.504e-05', 'entropy': '0.08317', 'num_tokens': '6.163e+05', 'mean_token_accuracy': '0.9855', 'epoch': '3.255'}
{'loss': '0.06211', 'grad_norm': '2.437', 'learning_rate': '3.489e-05', 'entropy': '0.07746', 'num_tokens': '6.178e+05', 'mean_token_accuracy': '0.9852', 'epoch': '3.263'}
{'loss': '0.1286', 'grad_norm': '0.5656', 'learning_rate': '3.474e-05', 'entropy': '0.1299', 'num_tokens': '6.196e+05', 'mean_token_accuracy': '0.9776', 'epoch': '3.27'}
{'loss': '0.08404', 'grad_norm': '0.6963', 'learning_rate': '3.46e-05', 'entropy': '0.09891', 'num_tokens': '6.209e+05', 'mean_token_accuracy': '0.9801', 'epoch': '3.277'}
{'loss': '0.0488', 'grad_norm': '0.4576', 'learning_rate': '3.445e-05', 'entropy': '0.07378', 'num_tokens': '6.222e+05', 'mean_token_accuracy': '0.9852', 'epoch': '3.285'}
{'loss': '0.1695', 'grad_norm': '0.6702', 'learning_rate': '3.431e-05', 'entropy': '0.1576', 'num_tokens': '6.241e+05', 'mean_token_accuracy': '0.9668', 'epoch': '3.292'}
{'loss': '0.06828', 'grad_norm': '0.7713', 'learning_rate': '3.416e-05', 'entropy': '0.07742', 'num_tokens': '6.253e+05', 'mean_token_accuracy': '0.982', 'epoch': '3.299'}
{'loss': '0.08888', 'grad_norm': '0.6177', 'learning_rate': '3.401e-05', 'entropy': '0.1071', 'num_tokens': '6.267e+05', 'mean_token_accuracy': '0.9769', 'epoch': '3.307'}
{'loss': '0.05868', 'grad_norm': '0.5414', 'learning_rate': '3.387e-05', 'entropy': '0.08182', 'num_tokens': '6.282e+05', 'mean_token_accuracy': '0.9875', 'epoch': '3.314'}
{'loss': '0.1239', 'grad_norm': '0.5766', 'learning_rate': '3.372e-05', 'entropy': '0.136', 'num_tokens': '6.302e+05', 'mean_token_accuracy': '0.9785', 'epoch': '3.321'}
{'loss': '0.06255', 'grad_norm': '0.5604', 'learning_rate': '3.358e-05', 'entropy': '0.0976', 'num_tokens': '6.316e+05', 'mean_token_accuracy': '0.9834', 'epoch': '3.328'}
{'loss': '0.07618', 'grad_norm': '0.5975', 'learning_rate': '3.343e-05', 'entropy': '0.09365', 'num_tokens': '6.329e+05', 'mean_token_accuracy': '0.9829', 'epoch': '3.336'}
{'loss': '0.05933', 'grad_norm': '0.4521', 'learning_rate': '3.328e-05', 'entropy': '0.09032', 'num_tokens': '6.342e+05', 'mean_token_accuracy': '0.9852', 'epoch': '3.343'}
{'loss': '0.07692', 'grad_norm': '0.7342', 'learning_rate': '3.314e-05', 'entropy': '0.09773', 'num_tokens': '6.356e+05', 'mean_token_accuracy': '0.9834', 'epoch': '3.35'}
{'loss': '0.07713', 'grad_norm': '0.6253', 'learning_rate': '3.299e-05', 'entropy': '0.1048', 'num_tokens': '6.369e+05', 'mean_token_accuracy': '0.9837', 'epoch': '3.358'}
{'loss': '0.06496', 'grad_norm': '0.8843', 'learning_rate': '3.285e-05', 'entropy': '0.0839', 'num_tokens': '6.383e+05', 'mean_token_accuracy': '0.9832', 'epoch': '3.365'}
{'loss': '0.06917', 'grad_norm': '0.5878', 'learning_rate': '3.27e-05', 'entropy': '0.1041', 'num_tokens': '6.399e+05', 'mean_token_accuracy': '0.9817', 'epoch': '3.372'}
{'loss': '0.1052', 'grad_norm': '0.7321', 'learning_rate': '3.255e-05', 'entropy': '0.1357', 'num_tokens': '6.412e+05', 'mean_token_accuracy': '0.9749', 'epoch': '3.38'}
{'loss': '0.07874', 'grad_norm': '0.7376', 'learning_rate': '3.241e-05', 'entropy': '0.09576', 'num_tokens': '6.423e+05', 'mean_token_accuracy': '0.9809', 'epoch': '3.387'}
{'loss': '0.07549', 'grad_norm': '0.6322', 'learning_rate': '3.226e-05', 'entropy': '0.1056', 'num_tokens': '6.437e+05', 'mean_token_accuracy': '0.9812', 'epoch': '3.394'}
{'loss': '0.05493', 'grad_norm': '0.5534', 'learning_rate': '3.212e-05', 'entropy': '0.0813', 'num_tokens': '6.45e+05', 'mean_token_accuracy': '0.9844', 'epoch': '3.401'}
{'loss': '0.07793', 'grad_norm': '0.579', 'learning_rate': '3.197e-05', 'entropy': '0.09539', 'num_tokens': '6.463e+05', 'mean_token_accuracy': '0.9816', 'epoch': '3.409'}
{'loss': '0.07199', 'grad_norm': '0.6629', 'learning_rate': '3.182e-05', 'entropy': '0.09974', 'num_tokens': '6.477e+05', 'mean_token_accuracy': '0.9827', 'epoch': '3.416'}
{'loss': '0.0621', 'grad_norm': '0.6332', 'learning_rate': '3.168e-05', 'entropy': '0.08414', 'num_tokens': '6.492e+05', 'mean_token_accuracy': '0.9833', 'epoch': '3.423'}
{'loss': '0.1167', 'grad_norm': '0.6573', 'learning_rate': '3.153e-05', 'entropy': '0.1459', 'num_tokens': '6.507e+05', 'mean_token_accuracy': '0.9759', 'epoch': '3.431'}
{'loss': '0.06084', 'grad_norm': '0.5164', 'learning_rate': '3.139e-05', 'entropy': '0.0906', 'num_tokens': '6.524e+05', 'mean_token_accuracy': '0.984', 'epoch': '3.438'}
{'loss': '0.04873', 'grad_norm': '0.4585', 'learning_rate': '3.124e-05', 'entropy': '0.06913', 'num_tokens': '6.536e+05', 'mean_token_accuracy': '0.9849', 'epoch': '3.445'}
{'loss': '0.05398', 'grad_norm': '0.5045', 'learning_rate': '3.109e-05', 'entropy': '0.07958', 'num_tokens': '6.548e+05', 'mean_token_accuracy': '0.9838', 'epoch': '3.453'}
{'loss': '0.07176', 'grad_norm': '0.6163', 'learning_rate': '3.095e-05', 'entropy': '0.1162', 'num_tokens': '6.562e+05', 'mean_token_accuracy': '0.9777', 'epoch': '3.46'}
{'loss': '0.04764', 'grad_norm': '0.4295', 'learning_rate': '3.08e-05', 'entropy': '0.07358', 'num_tokens': '6.575e+05', 'mean_token_accuracy': '0.9867', 'epoch': '3.467'}
{'loss': '0.05307', 'grad_norm': '0.4675', 'learning_rate': '3.066e-05', 'entropy': '0.07308', 'num_tokens': '6.59e+05', 'mean_token_accuracy': '0.9864', 'epoch': '3.474'}
{'loss': '0.04173', 'grad_norm': '0.4954', 'learning_rate': '3.051e-05', 'entropy': '0.06328', 'num_tokens': '6.606e+05', 'mean_token_accuracy': '0.9862', 'epoch': '3.482'}
{'loss': '0.0857', 'grad_norm': '0.5417', 'learning_rate': '3.036e-05', 'entropy': '0.09866', 'num_tokens': '6.618e+05', 'mean_token_accuracy': '0.9804', 'epoch': '3.489'}
{'loss': '0.1031', 'grad_norm': '0.5149', 'learning_rate': '3.022e-05', 'entropy': '0.1046', 'num_tokens': '6.635e+05', 'mean_token_accuracy': '0.9794', 'epoch': '3.496'}
{'loss': '0.1063', 'grad_norm': '0.8426', 'learning_rate': '3.007e-05', 'entropy': '0.1093', 'num_tokens': '6.651e+05', 'mean_token_accuracy': '0.9761', 'epoch': '3.504'}
{'loss': '0.07077', 'grad_norm': '0.6317', 'learning_rate': '2.993e-05', 'entropy': '0.1082', 'num_tokens': '6.666e+05', 'mean_token_accuracy': '0.9818', 'epoch': '3.511'}
{'loss': '0.05301', 'grad_norm': '0.6494', 'learning_rate': '2.978e-05', 'entropy': '0.07623', 'num_tokens': '6.679e+05', 'mean_token_accuracy': '0.9804', 'epoch': '3.518'}
{'loss': '0.06178', 'grad_norm': '0.5973', 'learning_rate': '2.964e-05', 'entropy': '0.08753', 'num_tokens': '6.692e+05', 'mean_token_accuracy': '0.9808', 'epoch': '3.526'}
{'loss': '0.06269', 'grad_norm': '0.6025', 'learning_rate': '2.949e-05', 'entropy': '0.0914', 'num_tokens': '6.705e+05', 'mean_token_accuracy': '0.9824', 'epoch': '3.533'}
{'loss': '0.07726', 'grad_norm': '0.6932', 'learning_rate': '2.934e-05', 'entropy': '0.09293', 'num_tokens': '6.72e+05', 'mean_token_accuracy': '0.9835', 'epoch': '3.54'}
{'loss': '0.06531', 'grad_norm': '0.5722', 'learning_rate': '2.92e-05', 'entropy': '0.07871', 'num_tokens': '6.737e+05', 'mean_token_accuracy': '0.9867', 'epoch': '3.547'}
{'loss': '0.07309', 'grad_norm': '0.715', 'learning_rate': '2.905e-05', 'entropy': '0.0998', 'num_tokens': '6.751e+05', 'mean_token_accuracy': '0.9807', 'epoch': '3.555'}
{'loss': '0.07269', 'grad_norm': '0.5221', 'learning_rate': '2.891e-05', 'entropy': '0.1085', 'num_tokens': '6.763e+05', 'mean_token_accuracy': '0.9833', 'epoch': '3.562'}
{'loss': '0.09226', 'grad_norm': '0.5448', 'learning_rate': '2.876e-05', 'entropy': '0.1042', 'num_tokens': '6.778e+05', 'mean_token_accuracy': '0.9807', 'epoch': '3.569'}
{'loss': '0.06375', 'grad_norm': '0.768', 'learning_rate': '2.861e-05', 'entropy': '0.07701', 'num_tokens': '6.79e+05', 'mean_token_accuracy': '0.9818', 'epoch': '3.577'}
{'loss': '0.04567', 'grad_norm': '0.6161', 'learning_rate': '2.847e-05', 'entropy': '0.06391', 'num_tokens': '6.803e+05', 'mean_token_accuracy': '0.9849', 'epoch': '3.584'}
{'loss': '0.07226', 'grad_norm': '0.8027', 'learning_rate': '2.832e-05', 'entropy': '0.08689', 'num_tokens': '6.817e+05', 'mean_token_accuracy': '0.9827', 'epoch': '3.591'}
{'loss': '0.1098', 'grad_norm': '0.8205', 'learning_rate': '2.818e-05', 'entropy': '0.1044', 'num_tokens': '6.832e+05', 'mean_token_accuracy': '0.9763', 'epoch': '3.599'}
{'loss': '0.06371', 'grad_norm': '0.5428', 'learning_rate': '2.803e-05', 'entropy': '0.07971', 'num_tokens': '6.847e+05', 'mean_token_accuracy': '0.9855', 'epoch': '3.606'}
{'loss': '0.0714', 'grad_norm': '0.6125', 'learning_rate': '2.788e-05', 'entropy': '0.09937', 'num_tokens': '6.86e+05', 'mean_token_accuracy': '0.9807', 'epoch': '3.613'}
{'loss': '0.0834', 'grad_norm': '0.8485', 'learning_rate': '2.774e-05', 'entropy': '0.09974', 'num_tokens': '6.872e+05', 'mean_token_accuracy': '0.9775', 'epoch': '3.62'}
{'loss': '0.05814', 'grad_norm': '0.5985', 'learning_rate': '2.759e-05', 'entropy': '0.08766', 'num_tokens': '6.887e+05', 'mean_token_accuracy': '0.986', 'epoch': '3.628'}
{'loss': '0.06725', 'grad_norm': '0.4586', 'learning_rate': '2.745e-05', 'entropy': '0.08349', 'num_tokens': '6.901e+05', 'mean_token_accuracy': '0.9837', 'epoch': '3.635'}
{'loss': '0.06145', 'grad_norm': '0.6102', 'learning_rate': '2.73e-05', 'entropy': '0.07768', 'num_tokens': '6.914e+05', 'mean_token_accuracy': '0.9806', 'epoch': '3.642'}
{'loss': '0.05742', 'grad_norm': '0.5681', 'learning_rate': '2.715e-05', 'entropy': '0.08512', 'num_tokens': '6.928e+05', 'mean_token_accuracy': '0.9837', 'epoch': '3.65'}
{'loss': '0.05835', 'grad_norm': '0.4966', 'learning_rate': '2.701e-05', 'entropy': '0.07552', 'num_tokens': '6.942e+05', 'mean_token_accuracy': '0.9851', 'epoch': '3.657'}
{'loss': '0.08009', 'grad_norm': '0.62', 'learning_rate': '2.686e-05', 'entropy': '0.1022', 'num_tokens': '6.958e+05', 'mean_token_accuracy': '0.9781', 'epoch': '3.664'}
{'loss': '0.04775', 'grad_norm': '0.4768', 'learning_rate': '2.672e-05', 'entropy': '0.07333', 'num_tokens': '6.971e+05', 'mean_token_accuracy': '0.9824', 'epoch': '3.672'}
{'loss': '0.05828', 'grad_norm': '0.4874', 'learning_rate': '2.657e-05', 'entropy': '0.08185', 'num_tokens': '6.986e+05', 'mean_token_accuracy': '0.9851', 'epoch': '3.679'}
{'loss': '0.06344', 'grad_norm': '0.5943', 'learning_rate': '2.642e-05', 'entropy': '0.08349', 'num_tokens': '6.999e+05', 'mean_token_accuracy': '0.9833', 'epoch': '3.686'}
{'loss': '0.0675', 'grad_norm': '0.5956', 'learning_rate': '2.628e-05', 'entropy': '0.09348', 'num_tokens': '7.012e+05', 'mean_token_accuracy': '0.9791', 'epoch': '3.693'}
{'loss': '0.08364', 'grad_norm': '0.6962', 'learning_rate': '2.613e-05', 'entropy': '0.115', 'num_tokens': '7.025e+05', 'mean_token_accuracy': '0.9795', 'epoch': '3.701'}
{'loss': '0.05943', 'grad_norm': '0.4555', 'learning_rate': '2.599e-05', 'entropy': '0.07544', 'num_tokens': '7.039e+05', 'mean_token_accuracy': '0.9835', 'epoch': '3.708'}
{'loss': '0.07484', 'grad_norm': '0.6145', 'learning_rate': '2.584e-05', 'entropy': '0.1072', 'num_tokens': '7.051e+05', 'mean_token_accuracy': '0.9815', 'epoch': '3.715'}
{'loss': '0.06068', 'grad_norm': '0.5882', 'learning_rate': '2.569e-05', 'entropy': '0.08443', 'num_tokens': '7.066e+05', 'mean_token_accuracy': '0.9842', 'epoch': '3.723'}
{'loss': '0.07435', 'grad_norm': '0.7424', 'learning_rate': '2.555e-05', 'entropy': '0.09223', 'num_tokens': '7.079e+05', 'mean_token_accuracy': '0.9783', 'epoch': '3.73'}
{'loss': '0.05333', 'grad_norm': '0.5476', 'learning_rate': '2.54e-05', 'entropy': '0.07783', 'num_tokens': '7.093e+05', 'mean_token_accuracy': '0.9822', 'epoch': '3.737'}
{'loss': '0.07362', 'grad_norm': '0.6074', 'learning_rate': '2.526e-05', 'entropy': '0.09697', 'num_tokens': '7.105e+05', 'mean_token_accuracy': '0.9815', 'epoch': '3.745'}
{'loss': '0.05737', 'grad_norm': '0.6298', 'learning_rate': '2.511e-05', 'entropy': '0.07265', 'num_tokens': '7.119e+05', 'mean_token_accuracy': '0.9801', 'epoch': '3.752'}
{'loss': '0.07485', 'grad_norm': '0.698', 'learning_rate': '2.496e-05', 'entropy': '0.09213', 'num_tokens': '7.133e+05', 'mean_token_accuracy': '0.9819', 'epoch': '3.759'}
{'loss': '0.06036', 'grad_norm': '0.892', 'learning_rate': '2.482e-05', 'entropy': '0.08262', 'num_tokens': '7.148e+05', 'mean_token_accuracy': '0.985', 'epoch': '3.766'}
{'loss': '0.06744', 'grad_norm': '0.7896', 'learning_rate': '2.467e-05', 'entropy': '0.0907', 'num_tokens': '7.161e+05', 'mean_token_accuracy': '0.9833', 'epoch': '3.774'}
{'loss': '0.05559', 'grad_norm': '0.6174', 'learning_rate': '2.453e-05', 'entropy': '0.06964', 'num_tokens': '7.174e+05', 'mean_token_accuracy': '0.9823', 'epoch': '3.781'}
{'loss': '0.1011', 'grad_norm': '0.5675', 'learning_rate': '2.438e-05', 'entropy': '0.1025', 'num_tokens': '7.19e+05', 'mean_token_accuracy': '0.9759', 'epoch': '3.788'}
{'loss': '0.05446', 'grad_norm': '0.5777', 'learning_rate': '2.423e-05', 'entropy': '0.06878', 'num_tokens': '7.204e+05', 'mean_token_accuracy': '0.9847', 'epoch': '3.796'}
{'loss': '0.08438', 'grad_norm': '0.5148', 'learning_rate': '2.409e-05', 'entropy': '0.1224', 'num_tokens': '7.219e+05', 'mean_token_accuracy': '0.9824', 'epoch': '3.803'}
{'loss': '0.0619', 'grad_norm': '0.6511', 'learning_rate': '2.394e-05', 'entropy': '0.08031', 'num_tokens': '7.232e+05', 'mean_token_accuracy': '0.9828', 'epoch': '3.81'}
{'loss': '0.05178', 'grad_norm': '0.4531', 'learning_rate': '2.38e-05', 'entropy': '0.07235', 'num_tokens': '7.246e+05', 'mean_token_accuracy': '0.9867', 'epoch': '3.818'}
{'loss': '0.09217', 'grad_norm': '0.8146', 'learning_rate': '2.365e-05', 'entropy': '0.1167', 'num_tokens': '7.259e+05', 'mean_token_accuracy': '0.9818', 'epoch': '3.825'}
{'loss': '0.0605', 'grad_norm': '0.4703', 'learning_rate': '2.35e-05', 'entropy': '0.09536', 'num_tokens': '7.271e+05', 'mean_token_accuracy': '0.9839', 'epoch': '3.832'}
{'loss': '0.05785', 'grad_norm': '0.539', 'learning_rate': '2.336e-05', 'entropy': '0.08127', 'num_tokens': '7.284e+05', 'mean_token_accuracy': '0.9821', 'epoch': '3.839'}
{'loss': '0.05278', 'grad_norm': '0.4957', 'learning_rate': '2.321e-05', 'entropy': '0.07466', 'num_tokens': '7.296e+05', 'mean_token_accuracy': '0.9844', 'epoch': '3.847'}
{'loss': '0.06077', 'grad_norm': '0.6226', 'learning_rate': '2.307e-05', 'entropy': '0.0958', 'num_tokens': '7.311e+05', 'mean_token_accuracy': '0.9819', 'epoch': '3.854'}
{'loss': '0.06115', 'grad_norm': '0.4819', 'learning_rate': '2.292e-05', 'entropy': '0.09217', 'num_tokens': '7.323e+05', 'mean_token_accuracy': '0.984', 'epoch': '3.861'}
{'loss': '0.07213', 'grad_norm': '0.6033', 'learning_rate': '2.277e-05', 'entropy': '0.1145', 'num_tokens': '7.339e+05', 'mean_token_accuracy': '0.9808', 'epoch': '3.869'}
{'loss': '0.04904', 'grad_norm': '0.473', 'learning_rate': '2.263e-05', 'entropy': '0.07451', 'num_tokens': '7.352e+05', 'mean_token_accuracy': '0.9826', 'epoch': '3.876'}
{'loss': '0.07384', 'grad_norm': '0.5914', 'learning_rate': '2.248e-05', 'entropy': '0.1067', 'num_tokens': '7.366e+05', 'mean_token_accuracy': '0.9843', 'epoch': '3.883'}
{'loss': '0.04887', 'grad_norm': '0.4495', 'learning_rate': '2.234e-05', 'entropy': '0.08109', 'num_tokens': '7.38e+05', 'mean_token_accuracy': '0.9854', 'epoch': '3.891'}
{'loss': '0.07255', 'grad_norm': '0.5154', 'learning_rate': '2.219e-05', 'entropy': '0.09386', 'num_tokens': '7.393e+05', 'mean_token_accuracy': '0.9815', 'epoch': '3.898'}
{'loss': '0.04652', 'grad_norm': '0.4948', 'learning_rate': '2.204e-05', 'entropy': '0.06792', 'num_tokens': '7.409e+05', 'mean_token_accuracy': '0.9861', 'epoch': '3.905'}
{'loss': '0.06174', 'grad_norm': '0.7537', 'learning_rate': '2.19e-05', 'entropy': '0.07267', 'num_tokens': '7.424e+05', 'mean_token_accuracy': '0.9815', 'epoch': '3.912'}
{'loss': '0.0558', 'grad_norm': '0.5819', 'learning_rate': '2.175e-05', 'entropy': '0.07291', 'num_tokens': '7.436e+05', 'mean_token_accuracy': '0.9808', 'epoch': '3.92'}
{'loss': '0.06129', 'grad_norm': '0.4548', 'learning_rate': '2.161e-05', 'entropy': '0.0844', 'num_tokens': '7.45e+05', 'mean_token_accuracy': '0.9863', 'epoch': '3.927'}
{'loss': '0.04729', 'grad_norm': '0.4815', 'learning_rate': '2.146e-05', 'entropy': '0.07266', 'num_tokens': '7.463e+05', 'mean_token_accuracy': '0.9839', 'epoch': '3.934'}
{'loss': '0.06489', 'grad_norm': '0.4763', 'learning_rate': '2.131e-05', 'entropy': '0.09847', 'num_tokens': '7.479e+05', 'mean_token_accuracy': '0.9847', 'epoch': '3.942'}
{'loss': '0.05652', 'grad_norm': '0.6119', 'learning_rate': '2.117e-05', 'entropy': '0.08574', 'num_tokens': '7.49e+05', 'mean_token_accuracy': '0.9852', 'epoch': '3.949'}
{'loss': '0.06681', 'grad_norm': '0.778', 'learning_rate': '2.102e-05', 'entropy': '0.0867', 'num_tokens': '7.502e+05', 'mean_token_accuracy': '0.9823', 'epoch': '3.956'}
{'loss': '0.06698', 'grad_norm': '0.6845', 'learning_rate': '2.088e-05', 'entropy': '0.08757', 'num_tokens': '7.515e+05', 'mean_token_accuracy': '0.9807', 'epoch': '3.964'}
{'loss': '0.05782', 'grad_norm': '0.5714', 'learning_rate': '2.073e-05', 'entropy': '0.08683', 'num_tokens': '7.528e+05', 'mean_token_accuracy': '0.9834', 'epoch': '3.971'}
{'loss': '0.07414', 'grad_norm': '0.8021', 'learning_rate': '2.058e-05', 'entropy': '0.1123', 'num_tokens': '7.541e+05', 'mean_token_accuracy': '0.982', 'epoch': '3.978'}
{'loss': '0.05851', 'grad_norm': '0.5022', 'learning_rate': '2.044e-05', 'entropy': '0.08133', 'num_tokens': '7.556e+05', 'mean_token_accuracy': '0.9835', 'epoch': '3.985'}
{'loss': '0.05299', 'grad_norm': '0.4525', 'learning_rate': '2.029e-05', 'entropy': '0.08384', 'num_tokens': '7.569e+05', 'mean_token_accuracy': '0.9837', 'epoch': '3.993'}
{'loss': '0.09436', 'grad_norm': '0.5129', 'learning_rate': '2.015e-05', 'entropy': '0.1053', 'num_tokens': '7.585e+05', 'mean_token_accuracy': '0.9785', 'epoch': '4'} 
 80%|█████████████████████████████████████████████████████████████████████████████████████████████████████▌                         | 548/685 [1:05:34<22:25,  9.82s/it]/Users/jhyun/my-ai-helper/.venv/lib/python3.12/site-packages/torch/utils/data/dataloader.py:775: UserWarning: 'pin_memory' argument is set as true but not supported on MPS now, device pinned memory won't be used.
  super().__init__(loader)
{'loss': '0.05131', 'grad_norm': '0.5598', 'learning_rate': '2e-05', 'entropy': '0.06889', 'num_tokens': '7.598e+05', 'mean_token_accuracy': '0.9846', 'epoch': '4.007'}
{'loss': '0.04538', 'grad_norm': '0.3895', 'learning_rate': '1.985e-05', 'entropy': '0.07085', 'num_tokens': '7.61e+05', 'mean_token_accuracy': '0.9869', 'epoch': '4.015'}
{'loss': '0.05905', 'grad_norm': '0.5732', 'learning_rate': '1.971e-05', 'entropy': '0.07943', 'num_tokens': '7.623e+05', 'mean_token_accuracy': '0.9863', 'epoch': '4.022'}
{'loss': '0.06048', 'grad_norm': '0.5666', 'learning_rate': '1.956e-05', 'entropy': '0.0845', 'num_tokens': '7.635e+05', 'mean_token_accuracy': '0.9806', 'epoch': '4.029'}
{'loss': '0.0614', 'grad_norm': '0.4348', 'learning_rate': '1.942e-05', 'entropy': '0.09367', 'num_tokens': '7.648e+05', 'mean_token_accuracy': '0.9848', 'epoch': '4.036'}
{'loss': '0.08923', 'grad_norm': '0.6625', 'learning_rate': '1.927e-05', 'entropy': '0.09518', 'num_tokens': '7.664e+05', 'mean_token_accuracy': '0.9801', 'epoch': '4.044'}
{'loss': '0.09622', 'grad_norm': '0.5223', 'learning_rate': '1.912e-05', 'entropy': '0.1239', 'num_tokens': '7.681e+05', 'mean_token_accuracy': '0.9806', 'epoch': '4.051'}
{'loss': '0.04893', 'grad_norm': '0.4795', 'learning_rate': '1.898e-05', 'entropy': '0.06744', 'num_tokens': '7.694e+05', 'mean_token_accuracy': '0.9861', 'epoch': '4.058'}
{'loss': '0.05703', 'grad_norm': '0.5492', 'learning_rate': '1.883e-05', 'entropy': '0.07758', 'num_tokens': '7.706e+05', 'mean_token_accuracy': '0.9814', 'epoch': '4.066'}
{'loss': '0.06156', 'grad_norm': '0.5194', 'learning_rate': '1.869e-05', 'entropy': '0.07441', 'num_tokens': '7.722e+05', 'mean_token_accuracy': '0.9857', 'epoch': '4.073'}
{'loss': '0.05581', 'grad_norm': '0.4989', 'learning_rate': '1.854e-05', 'entropy': '0.09656', 'num_tokens': '7.735e+05', 'mean_token_accuracy': '0.9866', 'epoch': '4.08'}
{'loss': '0.05867', 'grad_norm': '0.501', 'learning_rate': '1.839e-05', 'entropy': '0.09035', 'num_tokens': '7.749e+05', 'mean_token_accuracy': '0.9839', 'epoch': '4.088'}
{'loss': '0.05239', 'grad_norm': '0.4824', 'learning_rate': '1.825e-05', 'entropy': '0.07701', 'num_tokens': '7.762e+05', 'mean_token_accuracy': '0.9858', 'epoch': '4.095'}
{'loss': '0.04588', 'grad_norm': '0.6163', 'learning_rate': '1.81e-05', 'entropy': '0.06886', 'num_tokens': '7.777e+05', 'mean_token_accuracy': '0.985', 'epoch': '4.102'}
{'loss': '0.05342', 'grad_norm': '0.5373', 'learning_rate': '1.796e-05', 'entropy': '0.07314', 'num_tokens': '7.788e+05', 'mean_token_accuracy': '0.9825', 'epoch': '4.109'}
{'loss': '0.0562', 'grad_norm': '0.5291', 'learning_rate': '1.781e-05', 'entropy': '0.08836', 'num_tokens': '7.802e+05', 'mean_token_accuracy': '0.9835', 'epoch': '4.117'}
{'loss': '0.054', 'grad_norm': '0.5781', 'learning_rate': '1.766e-05', 'entropy': '0.07613', 'num_tokens': '7.815e+05', 'mean_token_accuracy': '0.9824', 'epoch': '4.124'}
{'loss': '0.04415', 'grad_norm': '0.4202', 'learning_rate': '1.752e-05', 'entropy': '0.0675', 'num_tokens': '7.829e+05', 'mean_token_accuracy': '0.987', 'epoch': '4.131'}
{'loss': '0.0455', 'grad_norm': '0.5937', 'learning_rate': '1.737e-05', 'entropy': '0.06337', 'num_tokens': '7.843e+05', 'mean_token_accuracy': '0.9867', 'epoch': '4.139'}
{'loss': '0.05286', 'grad_norm': '0.6308', 'learning_rate': '1.723e-05', 'entropy': '0.0843', 'num_tokens': '7.856e+05', 'mean_token_accuracy': '0.9843', 'epoch': '4.146'}
